image_path,ifc_class,ifc_type,confidence,det_class,det_conf,ocr_text,ocr_conf,conflict
KakaoTalk_20240319_133126275_jpg.rf.b10b770156fad18531f735afa211f6b6.jpg,IfcStair,STAIR,1.0,stairs,1.0,no_text,0.0,False
KakaoTalk_20240319_133126275_jpg.rf.b10b770156fad18531f735afa211f6b6.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_01_jpg.rf.15b1cf3fd8708348ac41c520dcfe7833.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_01_jpg.rf.15b1cf3fd8708348ac41c520dcfe7833.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_01_jpg.rf.15b1cf3fd8708348ac41c520dcfe7833.jpg,IfcDoor,EXIT,1.0,exit,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_01_jpg.rf.15b1cf3fd8708348ac41c520dcfe7833.jpg,IfcDoor,EXIT,1.0,exit,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_01_jpg.rf.15b1cf3fd8708348ac41c520dcfe7833.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_01_jpg.rf.15b1cf3fd8708348ac41c520dcfe7833.jpg,IfcDoor,EXIT,1.0,exit,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_01_jpg.rf.15b1cf3fd8708348ac41c520dcfe7833.jpg,IfcDoor,EXIT,1.0,exit,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_01_jpg.rf.15b1cf3fd8708348ac41c520dcfe7833.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_01_jpg.rf.15b1cf3fd8708348ac41c520dcfe7833.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_01_jpg.rf.15b1cf3fd8708348ac41c520dcfe7833.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_01_jpg.rf.15b1cf3fd8708348ac41c520dcfe7833.jpg,IfcDoor,EXIT,1.0,exit,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_01_jpg.rf.74468d2e3eafa5ba6e4040f4d5eb95da.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_01_jpg.rf.74468d2e3eafa5ba6e4040f4d5eb95da.jpg,IfcDoor,EXIT,1.0,exit,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_01_jpg.rf.74468d2e3eafa5ba6e4040f4d5eb95da.jpg,IfcDoor,EXIT,1.0,exit,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_01_jpg.rf.74468d2e3eafa5ba6e4040f4d5eb95da.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_01_jpg.rf.74468d2e3eafa5ba6e4040f4d5eb95da.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_01_jpg.rf.74468d2e3eafa5ba6e4040f4d5eb95da.jpg,IfcDoor,EXIT,1.0,exit,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_01_jpg.rf.74468d2e3eafa5ba6e4040f4d5eb95da.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_01_jpg.rf.a58aff779b48581789d2567c3eff6a63.jpg,IfcDoor,EXIT,1.0,exit,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_01_jpg.rf.a58aff779b48581789d2567c3eff6a63.jpg,IfcDoor,EXIT,1.0,exit,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_01_jpg.rf.a58aff779b48581789d2567c3eff6a63.jpg,IfcDoor,EXIT,1.0,exit,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_01_jpg.rf.a58aff779b48581789d2567c3eff6a63.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_01_jpg.rf.a58aff779b48581789d2567c3eff6a63.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_01_jpg.rf.a58aff779b48581789d2567c3eff6a63.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_01_jpg.rf.a58aff779b48581789d2567c3eff6a63.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_01_jpg.rf.a58aff779b48581789d2567c3eff6a63.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_01_jpg.rf.a58aff779b48581789d2567c3eff6a63.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_02_jpg.rf.017ef7f836c8d3bf844c2535c867c7ea.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_02_jpg.rf.017ef7f836c8d3bf844c2535c867c7ea.jpg,IfcDoor,EXIT,1.0,exit,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_02_jpg.rf.017ef7f836c8d3bf844c2535c867c7ea.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_02_jpg.rf.017ef7f836c8d3bf844c2535c867c7ea.jpg,IfcDoor,EXIT,1.0,exit,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_02_jpg.rf.017ef7f836c8d3bf844c2535c867c7ea.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_02_jpg.rf.017ef7f836c8d3bf844c2535c867c7ea.jpg,IfcDoor,EXIT,1.0,exit,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_02_jpg.rf.017ef7f836c8d3bf844c2535c867c7ea.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_02_jpg.rf.017ef7f836c8d3bf844c2535c867c7ea.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_02_jpg.rf.017ef7f836c8d3bf844c2535c867c7ea.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_02_jpg.rf.017ef7f836c8d3bf844c2535c867c7ea.jpg,IfcDoor,EXIT,1.0,exit,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_02_jpg.rf.1f365c6f475a53c9d9fb73bddda454fb.jpg,IfcDoor,EXIT,1.0,exit,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_02_jpg.rf.1f365c6f475a53c9d9fb73bddda454fb.jpg,IfcDoor,EXIT,1.0,exit,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_02_jpg.rf.1f365c6f475a53c9d9fb73bddda454fb.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_02_jpg.rf.1f365c6f475a53c9d9fb73bddda454fb.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_02_jpg.rf.1f365c6f475a53c9d9fb73bddda454fb.jpg,IfcDoor,EXIT,1.0,exit,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_02_jpg.rf.1f365c6f475a53c9d9fb73bddda454fb.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_02_jpg.rf.1f365c6f475a53c9d9fb73bddda454fb.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_02_jpg.rf.1f365c6f475a53c9d9fb73bddda454fb.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_02_jpg.rf.1f365c6f475a53c9d9fb73bddda454fb.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_02_jpg.rf.1f365c6f475a53c9d9fb73bddda454fb.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_02_jpg.rf.1f365c6f475a53c9d9fb73bddda454fb.jpg,IfcDoor,EXIT,1.0,exit,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_02_jpg.rf.dae3c7a1c38f5a3b4e233f2b8f3d2acc.jpg,IfcDoor,EXIT,1.0,exit,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_02_jpg.rf.dae3c7a1c38f5a3b4e233f2b8f3d2acc.jpg,IfcDoor,EXIT,1.0,exit,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_02_jpg.rf.dae3c7a1c38f5a3b4e233f2b8f3d2acc.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_02_jpg.rf.dae3c7a1c38f5a3b4e233f2b8f3d2acc.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_02_jpg.rf.dae3c7a1c38f5a3b4e233f2b8f3d2acc.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_02_jpg.rf.dae3c7a1c38f5a3b4e233f2b8f3d2acc.jpg,IfcDoor,EXIT,1.0,exit,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_02_jpg.rf.dae3c7a1c38f5a3b4e233f2b8f3d2acc.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_02_jpg.rf.dae3c7a1c38f5a3b4e233f2b8f3d2acc.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_02_jpg.rf.dae3c7a1c38f5a3b4e233f2b8f3d2acc.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_02_jpg.rf.dae3c7a1c38f5a3b4e233f2b8f3d2acc.jpg,IfcDoor,EXIT,1.0,exit,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_04_jpg.rf.388a473490fceacd363c2375c0cf247b.jpg,IfcDoor,EXIT,1.0,exit,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_04_jpg.rf.388a473490fceacd363c2375c0cf247b.jpg,IfcDoor,EXIT,1.0,exit,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_04_jpg.rf.388a473490fceacd363c2375c0cf247b.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_04_jpg.rf.388a473490fceacd363c2375c0cf247b.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_04_jpg.rf.470f2fd4b0e4d6a203d659c3ac2ff49b.jpg,IfcDoor,EXIT,1.0,exit,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_04_jpg.rf.470f2fd4b0e4d6a203d659c3ac2ff49b.jpg,IfcDoor,EXIT,1.0,exit,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_04_jpg.rf.470f2fd4b0e4d6a203d659c3ac2ff49b.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_04_jpg.rf.470f2fd4b0e4d6a203d659c3ac2ff49b.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_04_jpg.rf.470f2fd4b0e4d6a203d659c3ac2ff49b.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_04_jpg.rf.e308927c5e0d21dd6805c0d11c0981f1.jpg,IfcDoor,EXIT,1.0,exit,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_04_jpg.rf.e308927c5e0d21dd6805c0d11c0981f1.jpg,IfcDoor,EXIT,1.0,exit,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_04_jpg.rf.e308927c5e0d21dd6805c0d11c0981f1.jpg,IfcDoor,EXIT,1.0,exit,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_04_jpg.rf.e308927c5e0d21dd6805c0d11c0981f1.jpg,IfcDoor,EXIT,1.0,exit,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_04_jpg.rf.e308927c5e0d21dd6805c0d11c0981f1.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_04_jpg.rf.e308927c5e0d21dd6805c0d11c0981f1.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_06_jpg.rf.6ab13f86d2b307e02c69f678f1ab4042.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_06_jpg.rf.6ab13f86d2b307e02c69f678f1ab4042.jpg,IfcDoor,EXIT,1.0,exit,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_06_jpg.rf.6ab13f86d2b307e02c69f678f1ab4042.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_06_jpg.rf.6ab13f86d2b307e02c69f678f1ab4042.jpg,IfcDoor,EXIT,1.0,exit,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_06_jpg.rf.6ab13f86d2b307e02c69f678f1ab4042.jpg,IfcDoor,EXIT,1.0,exit,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_06_jpg.rf.6ab13f86d2b307e02c69f678f1ab4042.jpg,IfcDoor,EXIT,1.0,exit,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_06_jpg.rf.6ab13f86d2b307e02c69f678f1ab4042.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_06_jpg.rf.a6cccdf7d85eeffcb03facb0119ab004.jpg,IfcDoor,EXIT,1.0,exit,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_06_jpg.rf.a6cccdf7d85eeffcb03facb0119ab004.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_06_jpg.rf.a6cccdf7d85eeffcb03facb0119ab004.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_06_jpg.rf.a6cccdf7d85eeffcb03facb0119ab004.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_06_jpg.rf.a6cccdf7d85eeffcb03facb0119ab004.jpg,IfcDoor,EXIT,1.0,exit,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_06_jpg.rf.d11fcf62f13e48aa52c81b57fb998d4e.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_06_jpg.rf.d11fcf62f13e48aa52c81b57fb998d4e.jpg,IfcDoor,EXIT,1.0,exit,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_06_jpg.rf.d11fcf62f13e48aa52c81b57fb998d4e.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_06_jpg.rf.d11fcf62f13e48aa52c81b57fb998d4e.jpg,IfcDoor,EXIT,1.0,exit,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_06_jpg.rf.d11fcf62f13e48aa52c81b57fb998d4e.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_06_jpg.rf.d11fcf62f13e48aa52c81b57fb998d4e.jpg,IfcDoor,EXIT,1.0,exit,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_06_jpg.rf.d11fcf62f13e48aa52c81b57fb998d4e.jpg,IfcDoor,EXIT,1.0,exit,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_07_jpg.rf.01e7a87e0d6bcc1aa3bb7d940d5b9bd9.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_07_jpg.rf.01e7a87e0d6bcc1aa3bb7d940d5b9bd9.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_07_jpg.rf.01e7a87e0d6bcc1aa3bb7d940d5b9bd9.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_07_jpg.rf.01e7a87e0d6bcc1aa3bb7d940d5b9bd9.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_07_jpg.rf.01e7a87e0d6bcc1aa3bb7d940d5b9bd9.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_07_jpg.rf.01e7a87e0d6bcc1aa3bb7d940d5b9bd9.jpg,IfcDoor,EXIT,1.0,exit,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_07_jpg.rf.01e7a87e0d6bcc1aa3bb7d940d5b9bd9.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_07_jpg.rf.01e7a87e0d6bcc1aa3bb7d940d5b9bd9.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_07_jpg.rf.01e7a87e0d6bcc1aa3bb7d940d5b9bd9.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_07_jpg.rf.01e7a87e0d6bcc1aa3bb7d940d5b9bd9.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_07_jpg.rf.01e7a87e0d6bcc1aa3bb7d940d5b9bd9.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_07_jpg.rf.01e7a87e0d6bcc1aa3bb7d940d5b9bd9.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_07_jpg.rf.5591e80f61f9e87b51c0e285b55ba7f5.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_07_jpg.rf.5591e80f61f9e87b51c0e285b55ba7f5.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_07_jpg.rf.5591e80f61f9e87b51c0e285b55ba7f5.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_07_jpg.rf.5591e80f61f9e87b51c0e285b55ba7f5.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_07_jpg.rf.5591e80f61f9e87b51c0e285b55ba7f5.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_07_jpg.rf.5591e80f61f9e87b51c0e285b55ba7f5.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_07_jpg.rf.5591e80f61f9e87b51c0e285b55ba7f5.jpg,IfcDoor,EXIT,1.0,exit,1.0,no_text,0.0,False
KakaoTalk_20240325_162133706_07_jpg.rf.5591e80f61f9e87b51c0e285b55ba7f5.jpg,IfcFireSuppressionTerminal,FIREEXTINGUISHER,1.0,fire extinguisher,1.0,no_text,0.0,False
