image_path,label_path,class_id,class_name,conf_det,x,y,w,h,ocr_text,ocr_conf
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_02_jpg.rf.6b0204ee81d0a1c3bb8f5ececea71058.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_02_jpg.rf.6b0204ee81d0a1c3bb8f5ececea71058.txt,0,exit,0.7563,197,431,35,50,4,0.2766
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_02_jpg.rf.6b0204ee81d0a1c3bb8f5ececea71058.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_02_jpg.rf.6b0204ee81d0a1c3bb8f5ececea71058.txt,0,exit,0.5125,396,452,37,50,1,0.7772
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_02_jpg.rf.939a102bc7119b3636730fa7a78711c3.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_02_jpg.rf.939a102bc7119b3636730fa7a78711c3.txt,0,exit,0.7167,492,326,38,50,1,0.3108
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_02_jpg.rf.939a102bc7119b3636730fa7a78711c3.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_02_jpg.rf.939a102bc7119b3636730fa7a78711c3.txt,0,exit,0.5146,190,444,46,54,'1i,0.4088
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_02_jpg.rf.939a102bc7119b3636730fa7a78711c3.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_02_jpg.rf.939a102bc7119b3636730fa7a78711c3.txt,0,exit,0.489,394,438,41,53,71,0.1994
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_03_jpg.rf.b1d221f32f89ed2f577301a6d24d86df.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_03_jpg.rf.b1d221f32f89ed2f577301a6d24d86df.txt,0,exit,0.7571,392,433,37,52,14,0.6945
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_03_jpg.rf.c367c568d1ebe367e7d4f8c604b6920a.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_03_jpg.rf.c367c568d1ebe367e7d4f8c604b6920a.txt,0,exit,0.8207,139,375,49,47,2e,0.0023
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_03_jpg.rf.c367c568d1ebe367e7d4f8c604b6920a.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_03_jpg.rf.c367c568d1ebe367e7d4f8c604b6920a.txt,0,exit,0.728,196,432,44,46,1,0.3893
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_03_jpg.rf.c367c568d1ebe367e7d4f8c604b6920a.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_03_jpg.rf.c367c568d1ebe367e7d4f8c604b6920a.txt,0,exit,0.3437,134,350,56,76,4i,0.7388
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_03_jpg.rf.c367c568d1ebe367e7d4f8c604b6920a.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_03_jpg.rf.c367c568d1ebe367e7d4f8c604b6920a.txt,0,exit,0.3376,150,374,33,48,;,0.1132
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_03_jpg.rf.f8819cfdc033ec7c6ef20d493312869d.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_03_jpg.rf.f8819cfdc033ec7c6ef20d493312869d.txt,0,exit,0.7632,362,447,45,53,9,0.0818
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_03_jpg.rf.f8819cfdc033ec7c6ef20d493312869d.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_03_jpg.rf.f8819cfdc033ec7c6ef20d493312869d.txt,0,exit,0.6794,354,423,55,78,2,0.7867
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_04_jpg.rf.0da9e56a974d8d355a93f9133fbcbbd1.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_04_jpg.rf.0da9e56a974d8d355a93f9133fbcbbd1.txt,0,exit,0.878,243,370,53,67,{e,0.0088
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_04_jpg.rf.0da9e56a974d8d355a93f9133fbcbbd1.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_04_jpg.rf.0da9e56a974d8d355a93f9133fbcbbd1.txt,0,exit,0.8255,239,345,58,96,1,0.8869
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_04_jpg.rf.579a9f7345ee4d5f9dcbebde299d7544.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_04_jpg.rf.579a9f7345ee4d5f9dcbebde299d7544.txt,0,exit,0.8956,318,378,57,72,41,0.2803
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_04_jpg.rf.f218ad87d6cd4b8d44e4a1aa168901c4.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_04_jpg.rf.f218ad87d6cd4b8d44e4a1aa168901c4.txt,0,exit,0.8953,341,372,47,65,20,0.0197
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_05_jpg.rf.0c119ec54703160bc8c474f60c8d1895.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_05_jpg.rf.0c119ec54703160bc8c474f60c8d1895.txt,0,exit,0.8731,377,283,34,46,4,0.6916
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_05_jpg.rf.e4776cd62813e41ccc5e51aa97203213.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_05_jpg.rf.e4776cd62813e41ccc5e51aa97203213.txt,0,exit,0.8272,359,274,60,82,P:,0.6868
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_05_jpg.rf.e4776cd62813e41ccc5e51aa97203213.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_05_jpg.rf.e4776cd62813e41ccc5e51aa97203213.txt,0,exit,0.791,373,299,46,55,28aa,0.0015
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_05_jpg.rf.f7c28aec03afdbd8c35406043df8dcec.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_05_jpg.rf.f7c28aec03afdbd8c35406043df8dcec.txt,0,exit,0.8529,224,281,40,51,#,0.5239
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_06_jpg.rf.2f23a961108e87e820e2ae586f99a692.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_06_jpg.rf.2f23a961108e87e820e2ae586f99a692.txt,0,exit,0.8891,366,405,42,62,Ss,0.0107
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_06_jpg.rf.2f23a961108e87e820e2ae586f99a692.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_06_jpg.rf.2f23a961108e87e820e2ae586f99a692.txt,0,exit,0.858,401,335,41,55,1,0.1115
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_06_jpg.rf.2f23a961108e87e820e2ae586f99a692.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_06_jpg.rf.2f23a961108e87e820e2ae586f99a692.txt,0,exit,0.8076,398,308,46,85,14,0.3589
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_06_jpg.rf.dee67d32adad3fab8009044bdeb0c15b.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_06_jpg.rf.dee67d32adad3fab8009044bdeb0c15b.txt,0,exit,0.889,366,409,40,59,1,0.9916
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_06_jpg.rf.dee67d32adad3fab8009044bdeb0c15b.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_06_jpg.rf.dee67d32adad3fab8009044bdeb0c15b.txt,0,exit,0.8842,401,339,43,52,14,0.3363
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_06_jpg.rf.fabefdeef536a091d8a7ddd45b5be7e5.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_06_jpg.rf.fabefdeef536a091d8a7ddd45b5be7e5.txt,0,exit,0.8889,207,391,50,63,45,0.0392
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_06_jpg.rf.fabefdeef536a091d8a7ddd45b5be7e5.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_06_jpg.rf.fabefdeef536a091d8a7ddd45b5be7e5.txt,0,exit,0.8672,181,315,54,60,i,0.0276
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_06_jpg.rf.fabefdeef536a091d8a7ddd45b5be7e5.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_06_jpg.rf.fabefdeef536a091d8a7ddd45b5be7e5.txt,0,exit,0.8508,173,290,63,89,2.,0.1185
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_07_jpg.rf.6ef2d245f567fdf7844e8575739f6e5c.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_07_jpg.rf.6ef2d245f567fdf7844e8575739f6e5c.txt,0,exit,0.8515,377,459,40,53,{e,0.0069
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_07_jpg.rf.ace706353d428209c8978a79e7877db4.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_07_jpg.rf.ace706353d428209c8978a79e7877db4.txt,0,exit,0.8648,410,440,46,53,14,0.3227
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_07_jpg.rf.ace706353d428209c8978a79e7877db4.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_07_jpg.rf.ace706353d428209c8978a79e7877db4.txt,0,exit,0.6795,452,372,48,50,0,0.2758
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_07_jpg.rf.ace706353d428209c8978a79e7877db4.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_07_jpg.rf.ace706353d428209c8978a79e7877db4.txt,0,exit,0.3088,449,346,51,77,Ge,0.0255
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_07_jpg.rf.d722b66dc5a5a727ccda2082d62a3644.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_07_jpg.rf.d722b66dc5a5a727ccda2082d62a3644.txt,0,exit,0.8748,410,437,48,57,"""",0.6188
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_07_jpg.rf.d722b66dc5a5a727ccda2082d62a3644.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_07_jpg.rf.d722b66dc5a5a727ccda2082d62a3644.txt,0,exit,0.8116,453,370,49,53,1,0.7788
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_07_jpg.rf.d722b66dc5a5a727ccda2082d62a3644.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_07_jpg.rf.d722b66dc5a5a727ccda2082d62a3644.txt,0,exit,0.6777,451,341,52,80,4,0.2318
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_08_jpg.rf.5b0d8da7b6c4118f11352f2174c133c7.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_08_jpg.rf.5b0d8da7b6c4118f11352f2174c133c7.txt,0,exit,0.8738,421,177,64,97,8,0.7947
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_08_jpg.rf.5b0d8da7b6c4118f11352f2174c133c7.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_08_jpg.rf.5b0d8da7b6c4118f11352f2174c133c7.txt,0,exit,0.8668,129,311,63,77,7,0.0195
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_08_jpg.rf.5b0d8da7b6c4118f11352f2174c133c7.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_08_jpg.rf.5b0d8da7b6c4118f11352f2174c133c7.txt,0,exit,0.8414,424,207,59,65,4,0.9946
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_08_jpg.rf.5b0d8da7b6c4118f11352f2174c133c7.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_08_jpg.rf.5b0d8da7b6c4118f11352f2174c133c7.txt,0,exit,0.4659,125,286,68,102,2,0.0049
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_08_jpg.rf.9a71078ff8c3d1361bcad5f1ec704f7b.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_08_jpg.rf.9a71078ff8c3d1361bcad5f1ec704f7b.txt,0,exit,0.8941,441,349,52,65,44n{,0.0051
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_08_jpg.rf.9a71078ff8c3d1361bcad5f1ec704f7b.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_08_jpg.rf.9a71078ff8c3d1361bcad5f1ec704f7b.txt,0,exit,0.8776,180,172,48,69,},0.9163
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_08_jpg.rf.d92d77cb566af8b00d5246070cad898d.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_08_jpg.rf.d92d77cb566af8b00d5246070cad898d.txt,0,exit,0.879,149,353,44,65,e,0.0449
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_08_jpg.rf.d92d77cb566af8b00d5246070cad898d.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_08_jpg.rf.d92d77cb566af8b00d5246070cad898d.txt,0,exit,0.8606,405,176,45,61,4,0.845
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_09_jpg.rf.5a533f68147ae474e32a79b0c4f18a9e.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_09_jpg.rf.5a533f68147ae474e32a79b0c4f18a9e.txt,0,exit,0.4811,278,390,23,32,4,0.8109
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_10_jpg.rf.68aa21cf56f333ea5ada533d0e0e8ecd.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_10_jpg.rf.68aa21cf56f333ea5ada533d0e0e8ecd.txt,0,exit,0.8936,334,427,54,71,4,0.4916
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_10_jpg.rf.68aa21cf56f333ea5ada533d0e0e8ecd.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_10_jpg.rf.68aa21cf56f333ea5ada533d0e0e8ecd.txt,0,exit,0.8864,444,301,53,65,1R,0.3299
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_10_jpg.rf.68aa21cf56f333ea5ada533d0e0e8ecd.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_10_jpg.rf.68aa21cf56f333ea5ada533d0e0e8ecd.txt,0,exit,0.8841,129,400,59,99,1,0.9971
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_10_jpg.rf.68aa21cf56f333ea5ada533d0e0e8ecd.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_10_jpg.rf.68aa21cf56f333ea5ada533d0e0e8ecd.txt,0,exit,0.8476,133,423,54,76,4,0.982
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_10_jpg.rf.68aa21cf56f333ea5ada533d0e0e8ecd.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_10_jpg.rf.68aa21cf56f333ea5ada533d0e0e8ecd.txt,0,exit,0.786,439,276,59,92,4,0.765
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_10_jpg.rf.82d9275f6e4ea197a222f3e74ac74ec8.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_10_jpg.rf.82d9275f6e4ea197a222f3e74ac74ec8.txt,0,exit,0.8691,454,273,38,61,4,0.5549
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_10_jpg.rf.82d9275f6e4ea197a222f3e74ac74ec8.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_10_jpg.rf.82d9275f6e4ea197a222f3e74ac74ec8.txt,0,exit,0.7937,370,419,39,63,1,0.5577
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_10_jpg.rf.82d9275f6e4ea197a222f3e74ac74ec8.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_10_jpg.rf.82d9275f6e4ea197a222f3e74ac74ec8.txt,0,exit,0.6087,171,456,42,66,4,0.285
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_10_jpg.rf.82d9275f6e4ea197a222f3e74ac74ec8.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_10_jpg.rf.82d9275f6e4ea197a222f3e74ac74ec8.txt,0,exit,0.5795,367,393,46,91,Ss,0.0083
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_10_jpg.rf.82d9275f6e4ea197a222f3e74ac74ec8.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_10_jpg.rf.82d9275f6e4ea197a222f3e74ac74ec8.txt,0,exit,0.429,158,437,56,87,2,0.838
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_10_jpg.rf.c336157ba3a1837095f499b61fc3157c.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_10_jpg.rf.c336157ba3a1837095f499b61fc3157c.txt,0,exit,0.8941,342,430,46,63,11,0.359
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_10_jpg.rf.c336157ba3a1837095f499b61fc3157c.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_10_jpg.rf.c336157ba3a1837095f499b61fc3157c.txt,0,exit,0.8889,451,299,48,64,72,0.0274
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_10_jpg.rf.c336157ba3a1837095f499b61fc3157c.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_10_jpg.rf.c336157ba3a1837095f499b61fc3157c.txt,0,exit,0.866,141,435,47,66,1C,0.0312
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_10_jpg.rf.c336157ba3a1837095f499b61fc3157c.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_10_jpg.rf.c336157ba3a1837095f499b61fc3157c.txt,0,exit,0.8527,131,416,57,85,1 (,0.0266
/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/KakaoTalk_20240330_153803899_10_jpg.rf.c336157ba3a1837095f499b61fc3157c.jpg,/home/coder/thesis-yolo/runs_gpu/evac_v12_pred_with_labels/labels/KakaoTalk_20240330_153803899_10_jpg.rf.c336157ba3a1837095f499b61fc3157c.txt,0,exit,0.3137,116,404,75,99,2,0.9077
